monthly_income,monthly_expense_total,savings_rate,budget_goal,credit_score,debt_to_income_ratio,loan_payment,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,financial_stress_level,actual_savings
3555.98,2493.91,0.17,3398.87,716.0,0.27,466.59,717.65,2967.72,1347.04,10.0,Medium,1062.07
2902.45,3733.93,0.26,2883.64,651.0,0.36,211.78,637.51,1964.1,1312.54,74.5,Low,0.0
4524.43,3708.33,0.16,3306.8,714.0,0.46,705.24,506.18,1860.51,1577.19,22.1,Low,816.1
3624.63,2615.67,0.29,2958.93,712.0,0.6,811.57,695.06,1551.12,1298.37,35.3,Medium,1008.96
4636.99,2274.65,0.31,1541.2,691.0,0.41,689.38,843.52,3159.83,1368.84,34.8,Low,2362.34
3828.64,2606.47,0.2,2631.87,690.0,0.49,369.24,385.35,1024.55,337.61,73.8,Medium,1222.17
4317.9,4029.09,0.25,2380.06,608.0,0.34,357.29,638.48,1678.86,1808.17,88.8,Low,288.81
3518.17,2805.6,0.33,2453.71,697.0,0.13,347.13,587.21,2684.17,711.26,46.3,Low,712.57
4083.62,3354.56,0.09,2979.78,636.0,0.42,300.91,413.06,2072.72,1039.35,59.0,Medium,729.06
4455.53,3308.17,0.32,2815.92,720.0,0.54,402.27,674.34,2461.61,1117.59,45.3,Medium,1147.36
3787.96,1551.83,0.19,3098.12,627.0,0.41,712.19,443.07,1233.79,622.68,87.8,Low,2236.13
3379.5,3878.12,0.12,2734.71,616.0,0.58,215.77,552.46,2799.78,1095.54,13.1,Medium,0.0
4088.09,3620.7,0.34,2010.8,710.0,0.34,611.34,551.29,2624.18,1461.19,46.1,Low,467.39
6821.53,3505.87,0.27,2737.23,653.0,0.56,237.46,470.28,2322.59,1031.42,25.1,Low,3315.66
5869.52,3657.56,0.33,2996.28,763.0,0.12,604.4,435.45,2560.03,865.11,45.2,Medium,2211.96
2646.33,2649.57,0.07,3068.22,757.0,0.26,537.53,624.87,2621.33,1364.64,68.7,Medium,0.0
2979.88,4356.16,0.07,3101.58,700.0,0.6,295.74,509.17,1723.53,1132.24,73.5,High,0.0
3914.16,2159.97,0.28,2840.27,648.0,0.37,477.05,486.96,2272.18,1344.01,80.3,Low,1754.19
2476.92,1869.67,0.08,2292.18,598.0,0.21,587.83,158.12,1593.15,1338.36,88.4,Medium,607.25
4036.28,3829.82,0.35,2663.89,781.0,0.11,819.33,636.08,1301.27,1048.71,43.9,High,206.46
4712.15,3397.54,0.14,2981.73,679.0,0.14,192.61,665.8,2817.97,1193.97,42.4,Medium,1314.61
3789.06,2571.24,0.34,3195.33,661.0,0.52,833.95,577.05,2842.82,1880.98,50.2,Medium,1217.82
3647.49,3318.78,0.27,1786.74,660.0,0.18,316.56,648.47,1165.72,1431.22,30.1,Medium,328.71
5012.67,2133.72,0.05,3351.43,626.0,0.4,408.36,605.61,1511.97,785.35,6.1,Low,2878.95
2824.81,3960.22,0.11,2458.07,636.0,0.46,610.99,758.35,2567.74,1712.07,79.8,Low,0.0
3652.62,3357.22,0.26,2534.24,637.0,0.56,125.84,343.91,2069.21,441.35,1.3,Low,295.4
2831.05,1633.94,0.19,2877.03,734.0,0.51,718.85,71.27,2196.12,1196.39,52.8,High,1197.11
3913.95,3876.22,0.15,2955.47,691.0,0.5,624.62,498.77,1838.49,1460.22,4.1,Medium,37.73
5046.77,3509.69,0.23,2336.68,664.0,0.16,572.28,253.73,2968.49,1391.38,67.7,Low,1537.08
3273.03,4972.57,0.19,2089.53,752.0,0.6,369.34,465.91,2604.53,1014.43,14.5,Low,0.0
3322.09,3557.36,0.11,2501.65,700.0,0.4,583.16,996.56,2094.45,802.1,94.5,Low,0.0
3873.44,2452.8,0.11,2152.96,719.0,0.57,231.57,476.19,3566.47,1039.99,91.0,Medium,1420.64
4283.67,2417.46,0.35,2988.46,575.0,0.12,590.8,782.71,2718.95,749.15,59.3,High,1866.21
4741.24,2250.81,0.26,2820.0,769.0,0.56,569.44,690.65,2450.71,1696.36,35.6,Low,2490.43
3561.44,4684.11,0.09,3305.09,765.0,0.37,541.53,731.04,2901.39,872.25,81.4,High,0.0
3093.65,2327.95,0.05,2794.67,684.0,0.47,639.45,426.02,1599.92,1750.89,38.5,Low,765.7
1681.0,3932.68,0.05,2806.41,674.0,0.59,952.51,517.04,1246.95,1570.24,12.9,Low,0.0
4274.61,1909.03,0.31,2826.03,757.0,0.51,535.78,304.68,2570.49,1481.57,84.7,Medium,2365.58
3443.99,1600.36,0.17,2361.89,704.0,0.54,694.32,205.16,2248.27,786.4,14.2,Low,1843.63
2990.7,1765.16,0.19,2513.36,651.0,0.22,617.52,673.85,1965.37,420.06,24.0,Medium,1225.54
3688.35,3530.27,0.24,2616.2,643.0,0.27,386.02,612.91,2005.82,993.77,42.3,High,158.08
4431.8,2816.37,0.25,2584.6,607.0,0.49,908.21,774.05,2509.19,1433.18,7.5,Low,1615.43
2482.74,2494.31,0.08,2043.34,656.0,0.21,642.08,472.08,3925.17,908.01,39.0,Medium,0.0
3893.7,4059.59,0.36,2105.37,720.0,0.52,548.56,666.82,1463.57,709.16,28.1,Medium,0.0
4633.53,2293.26,0.19,3413.65,609.0,0.41,367.22,477.22,1365.3,1071.79,86.7,Low,2340.27
4343.46,3503.16,0.28,2243.33,699.0,0.55,641.11,749.1,2624.58,1627.27,96.6,Medium,840.3
3214.42,3378.15,0.11,2470.65,748.0,0.45,577.77,525.25,2113.39,873.93,84.8,Low,0.0
2872.44,2272.67,0.35,2222.63,680.0,0.49,441.3,515.89,2539.84,2165.26,47.5,High,599.77
2989.19,3440.24,0.21,2774.66,711.0,0.45,375.28,329.38,1990.34,800.33,54.5,Low,0.0
2402.24,3288.0,0.36,2014.06,639.0,0.25,509.11,321.86,3007.72,1671.95,21.1,Medium,0.0
3919.48,4018.3,0.38,3114.94,636.0,0.49,505.75,569.05,1844.03,844.06,98.9,Low,0.0
4850.12,1752.14,0.14,3573.38,703.0,0.32,512.53,368.38,2357.52,889.28,95.4,Medium,3097.98
3969.26,2561.17,0.06,2352.22,734.0,0.27,429.39,906.02,1636.05,907.71,15.8,Low,1408.09
3390.22,3241.42,0.18,2988.99,717.0,0.56,629.2,781.08,2756.08,765.13,95.5,High,148.8
4140.54,2259.24,0.38,2878.09,695.0,0.48,580.84,302.81,2611.32,1370.45,26.0,High,1881.3
4134.92,2963.51,0.19,3462.74,647.0,0.59,308.83,194.65,1858.83,944.59,42.9,High,1171.41
3991.48,2873.48,0.27,2994.05,705.0,0.44,780.34,452.17,2284.59,988.51,64.7,Medium,1118.0
4700.05,2531.95,0.05,2651.93,671.0,0.41,513.77,426.9,2637.38,1011.46,52.7,Low,2168.1
4370.54,3943.51,0.06,2581.08,736.0,0.34,499.46,245.49,1210.14,2088.46,11.6,Low,427.03
3195.59,2605.17,0.26,2720.14,621.0,0.45,767.7,666.17,2209.88,1236.68,62.7,Low,590.42
3193.45,2559.28,0.38,3179.79,725.0,0.52,288.28,126.32,2727.35,1304.24,73.4,High,634.17
4276.42,4024.49,0.1,2535.15,706.0,0.36,295.44,584.31,1798.22,1223.98,48.7,Medium,251.93
3261.08,2935.4,0.05,2587.59,727.0,0.28,633.75,301.42,2158.86,1193.31,45.3,Low,325.68
4344.02,2797.36,0.33,2189.92,710.0,0.16,809.89,0.0,1734.17,1443.29,67.8,Low,1546.66
2981.02,1794.53,0.25,2942.05,722.0,0.37,790.68,267.46,2625.12,1491.65,13.7,High,1186.49
6056.93,3329.73,0.28,2610.68,705.0,0.26,536.89,569.5,1000.0,1386.32,62.3,Medium,2727.2
2565.16,3794.76,0.35,2632.0,700.0,0.22,749.45,480.12,1432.31,577.5,3.1,High,0.0
4371.67,3226.87,0.18,3120.73,682.0,0.44,627.15,748.92,1718.06,1261.64,43.2,Low,1144.8
5040.93,3350.26,0.21,3111.74,708.0,0.43,760.56,516.09,2329.35,802.08,56.5,Medium,1690.67
2498.07,3418.06,0.2,2581.18,681.0,0.29,403.3,481.99,1671.09,1822.25,99.3,Medium,0.0
3314.49,2616.74,0.12,2834.98,668.0,0.12,906.75,578.38,2802.85,664.43,90.7,Low,697.75
3804.27,2920.26,0.09,3017.68,638.0,0.32,772.03,241.23,2253.05,1250.39,22.8,Low,884.01
3942.37,4078.75,0.32,3336.25,718.0,0.53,690.54,562.32,2412.97,1326.91,53.4,High,0.0
3509.23,1976.53,0.18,2721.05,674.0,0.32,187.8,456.32,2232.27,1676.3,43.4,Medium,1532.7
5186.4,3313.47,0.34,2842.88,633.0,0.3,858.02,793.91,2515.57,1655.58,78.1,High,1872.93
2162.05,4840.09,0.3,3477.9,626.0,0.4,501.73,700.72,2861.31,1345.29,63.2,High,0.0
3451.67,2081.86,0.34,2485.6,681.0,0.22,621.69,128.07,2657.69,1715.0,12.6,High,1369.81
3212.02,3857.04,0.35,2961.51,663.0,0.5,497.59,748.54,2301.04,1396.57,47.3,Low,0.0
4015.48,2304.72,0.09,3023.05,580.0,0.48,725.06,0.0,3905.56,1761.48,55.6,Low,1710.76
3666.66,3711.48,0.19,2365.41,669.0,0.57,181.24,874.35,1910.88,1513.23,62.6,Low,0.0
3989.76,903.28,0.21,3067.23,698.0,0.35,454.33,525.44,2510.82,1198.94,6.7,Medium,3086.48
1533.84,3622.3,0.23,3438.26,667.0,0.23,565.34,763.53,2636.74,1810.69,47.6,Low,0.0
5395.68,3656.6,0.1,2801.69,673.0,0.18,584.69,519.8,1835.08,300.0,56.8,Medium,1739.08
5064.66,2634.9,0.33,2879.74,666.0,0.19,588.41,681.37,2533.74,786.12,46.7,Low,2429.76
2556.47,2812.86,0.13,3929.76,636.0,0.31,708.7,821.83,1948.5,878.22,85.4,Low,0.0
1949.72,3154.76,0.16,3199.38,571.0,0.48,902.18,627.5,1474.79,1390.28,12.2,High,0.0
3633.4,2973.05,0.14,2713.93,668.0,0.29,261.2,379.58,2490.03,881.9,39.9,Medium,660.35
5471.78,1498.72,0.11,2378.91,696.0,0.55,519.78,542.82,1802.09,2423.01,81.7,Medium,3973.06
4551.86,2345.05,0.22,2186.93,711.0,0.11,511.6,319.13,1874.79,903.03,39.2,Medium,2206.81
3550.85,2607.99,0.32,2261.81,716.0,0.39,593.65,669.37,2166.84,1311.01,21.9,High,942.86
3406.61,1878.88,0.22,2730.24,722.0,0.38,413.46,630.54,2218.15,1505.23,79.4,Low,1527.73
3462.58,3017.41,0.12,3034.22,699.0,0.42,652.12,609.52,2748.45,1040.43,89.0,Medium,445.17
3659.97,2801.27,0.25,3232.5,630.0,0.1,445.12,347.53,1755.42,355.49,41.7,Medium,858.7
3842.98,3322.65,0.29,3413.11,665.0,0.26,433.77,696.81,2758.48,858.11,4.4,Medium,520.33
3223.75,1694.9,0.33,2570.46,655.0,0.11,167.0,187.17,1554.8,1201.15,59.9,Low,1528.85
4300.2,3057.07,0.33,2273.71,664.0,0.29,352.09,626.16,2154.8,1226.11,47.2,Low,1243.13
4366.82,1838.24,0.2,3144.45,676.0,0.59,395.75,281.61,1740.07,1519.98,88.4,High,2528.58
3735.8,3957.68,0.32,3734.75,690.0,0.29,539.82,157.04,2274.34,1074.66,69.2,Low,0.0
3072.24,3338.23,0.36,2300.1,640.0,0.31,330.12,624.75,2535.46,884.05,49.2,Low,0.0
3742.93,2513.37,0.26,3179.15,643.0,0.52,318.37,893.09,1517.47,761.16,84.8,Low,1229.56
2418.64,2258.62,0.32,2679.51,614.0,0.1,424.5,432.82,3255.69,781.41,48.0,Low,160.02
3989.81,2400.21,0.35,3080.67,741.0,0.27,586.66,271.4,2072.3,1401.76,37.3,Low,1589.6
4196.79,3668.42,0.27,2891.74,729.0,0.58,49.07,490.08,1398.86,1820.12,56.7,Medium,528.37
4290.13,3487.21,0.05,2711.37,663.0,0.59,458.92,793.93,1666.23,822.24,0.2,Low,802.92
4150.27,2021.29,0.17,2959.33,681.0,0.31,462.13,388.36,2497.52,955.2,2.5,Low,2128.98
3501.21,4399.76,0.29,2832.87,724.0,0.19,568.3,645.79,2467.31,1431.49,79.1,Medium,0.0
4145.43,2592.74,0.19,2467.64,635.0,0.28,444.85,190.05,1709.29,300.0,83.2,Low,1552.69
3421.48,3796.62,0.05,2555.16,715.0,0.58,427.76,713.98,3204.29,1055.84,9.3,High,0.0
2695.8,3326.55,0.23,2571.33,646.0,0.28,727.66,705.95,2251.77,1244.96,45.1,Low,0.0
5407.44,4930.48,0.37,3287.49,663.0,0.49,523.72,483.69,2394.04,564.47,40.9,High,476.96
3799.96,2805.6,0.3,2303.62,680.0,0.23,620.46,388.87,2869.47,1541.04,81.6,Low,994.36
4895.09,2957.16,0.15,2389.18,599.0,0.37,652.8,444.77,1998.58,1203.17,82.6,Medium,1937.93
4766.88,4324.96,0.12,3764.44,586.0,0.33,519.27,629.11,2139.99,1658.96,36.2,Medium,441.92
4598.12,4700.46,0.1,3017.97,634.0,0.17,751.03,349.98,2447.52,1014.14,63.7,High,0.0
4760.77,2188.63,0.32,2455.71,663.0,0.11,491.41,528.26,2426.13,1330.08,88.4,Medium,2572.14
3635.83,3067.73,0.11,3131.99,626.0,0.54,508.12,551.08,1494.98,978.42,10.8,Medium,568.1
2733.02,3121.64,0.18,2019.2,669.0,0.6,664.38,392.16,1831.01,723.41,95.1,Low,0.0
3658.36,3372.77,0.27,2680.35,676.0,0.51,449.01,672.32,2051.75,1662.03,28.8,Low,285.59
4002.16,1710.64,0.38,3210.41,661.0,0.16,230.83,425.66,2977.8,1050.45,93.8,Medium,2291.52
3977.34,2827.05,0.14,2761.8,716.0,0.27,558.88,597.85,1372.83,1406.41,10.1,Low,1150.29
4254.4,1207.37,0.25,3373.82,680.0,0.13,569.19,569.76,3255.65,1678.6,96.1,Low,3047.03
3361.32,1403.25,0.29,3316.72,772.0,0.11,1059.09,734.27,1688.85,1928.34,90.5,Medium,1958.07
3330.45,3342.94,0.29,3418.93,813.0,0.31,662.7,528.41,2426.98,992.91,26.9,Medium,0.0
2905.47,4065.73,0.39,2433.2,616.0,0.3,469.58,485.41,2262.98,1994.25,75.1,Medium,0.0
3247.54,2924.49,0.19,2637.44,726.0,0.6,288.21,447.47,2216.73,1370.43,41.2,Low,323.05
5270.31,2463.85,0.25,3141.09,699.0,0.22,746.89,213.12,1846.67,583.66,75.3,High,2806.46
5156.83,3422.85,0.18,3144.24,665.0,0.29,597.49,0.0,3339.38,1375.73,57.6,Medium,1733.98
4533.02,1986.53,0.06,3838.57,687.0,0.47,296.74,617.45,1914.6,1591.84,12.2,High,2546.49
3704.46,2639.58,0.07,3431.52,681.0,0.21,564.8,487.78,2115.76,924.55,69.5,Low,1064.88
2461.89,2001.98,0.21,2506.49,672.0,0.15,975.97,427.03,1829.64,775.16,79.7,High,459.91
3193.44,3294.84,0.39,2294.64,773.0,0.3,635.95,570.92,3173.48,1278.43,25.0,Medium,0.0
4493.74,2518.77,0.17,2045.48,632.0,0.16,550.48,310.54,2016.61,692.79,41.5,High,1974.97
5753.34,3238.35,0.38,2607.6,682.0,0.26,487.83,804.12,2517.02,1359.53,95.8,Medium,2514.99
1118.44,3639.95,0.06,2897.2,578.0,0.25,732.81,722.05,2066.33,1244.01,28.0,Low,0.0
5855.6,4442.22,0.27,2154.22,656.0,0.17,308.5,475.13,2031.58,1580.39,73.6,Low,1413.38
4132.73,3577.41,0.38,1934.72,727.0,0.14,840.14,651.81,1960.84,1303.56,46.3,Low,555.32
4312.17,2800.36,0.35,2351.69,702.0,0.29,517.61,297.28,2388.46,1466.19,8.5,Low,1511.81
4083.51,1994.34,0.07,3024.39,674.0,0.5,102.63,690.09,2266.31,1685.53,55.2,Low,2089.17
3301.09,1601.81,0.26,3028.42,676.0,0.3,575.11,794.03,1710.12,1337.76,13.2,High,1699.28
3416.59,4025.71,0.06,2672.23,742.0,0.38,302.39,902.32,2728.07,1674.74,8.0,Medium,0.0
3732.11,3631.83,0.22,2719.66,667.0,0.57,886.41,656.08,2176.01,622.55,67.9,Medium,100.28
3787.19,2779.63,0.06,2876.58,687.0,0.31,611.43,675.69,3815.58,1516.92,64.1,High,1007.56
826.36,3322.15,0.36,2206.97,610.0,0.19,855.85,681.99,2937.06,976.62,36.9,Low,0.0
4037.48,4470.87,0.35,2176.18,607.0,0.38,347.79,256.04,2766.76,787.68,68.4,Low,0.0
4352.97,3363.07,0.18,2907.32,752.0,0.59,385.0,755.9,2622.08,2067.82,3.0,Low,989.9
3857.32,2481.91,0.05,3051.46,673.0,0.24,471.35,540.7,1551.91,1688.72,56.3,High,1375.41
3976.54,3184.21,0.25,3060.25,638.0,0.28,600.64,269.42,3548.11,821.07,90.7,Medium,792.33
2716.43,2427.56,0.23,3153.9,699.0,0.59,530.68,486.89,2416.56,1055.94,63.1,High,288.87
4971.84,3404.51,0.11,3803.92,710.0,0.54,525.34,486.28,1589.32,1239.05,47.7,Low,1567.33
2598.41,4365.72,0.05,2220.0,636.0,0.28,928.42,281.92,1488.14,1208.39,46.5,Low,0.0
3737.62,2117.58,0.25,4248.53,606.0,0.3,474.48,0.0,2560.27,1416.02,84.3,Low,1620.04
2791.22,3963.88,0.22,2721.29,616.0,0.13,363.32,337.83,3095.28,1014.47,5.1,Medium,0.0
3525.79,2509.28,0.38,3003.38,750.0,0.26,789.92,653.28,2490.48,1158.34,89.2,Medium,1016.51
3538.65,2538.87,0.05,3694.37,667.0,0.18,494.42,396.44,2739.96,1519.53,67.4,Low,999.78
5984.12,3374.13,0.34,2858.98,676.0,0.14,927.83,16.62,3573.37,1165.33,74.4,Low,2609.99
4143.98,3935.73,0.37,2836.54,626.0,0.13,395.4,451.75,2984.14,1143.66,35.5,High,208.25
3996.81,2217.87,0.2,2595.98,644.0,0.11,404.71,450.36,2312.53,1066.21,91.1,Low,1778.94
3925.45,2200.28,0.28,3076.24,700.0,0.29,411.02,370.47,3386.47,886.93,63.9,Low,1725.17
2415.69,3040.38,0.31,2877.84,738.0,0.12,425.88,562.3,1710.66,1355.4,78.4,High,0.0
4345.86,4226.75,0.37,2943.24,666.0,0.45,648.88,438.31,1893.08,657.1,44.6,Low,119.11
3167.23,4907.5,0.17,3214.17,705.0,0.19,331.45,280.84,2712.07,792.28,76.2,Low,0.0
3667.84,3268.22,0.33,2887.99,636.0,0.51,1006.86,276.96,2914.63,1625.68,34.6,Low,399.62
4691.35,2418.36,0.3,2610.73,718.0,0.55,381.63,702.55,1311.71,726.94,79.5,Low,2272.99
3408.84,3743.66,0.38,3649.06,676.0,0.19,618.18,532.18,2387.99,1537.6,62.3,Low,0.0
2382.08,1619.76,0.16,2308.48,679.0,0.37,445.71,183.1,1968.53,1192.18,70.6,Low,762.32
2672.05,3614.9,0.35,2327.68,623.0,0.25,446.73,408.37,2467.85,1399.77,50.0,Medium,0.0
2968.03,2454.77,0.1,2936.19,653.0,0.49,524.08,549.79,2341.66,1464.48,60.5,High,513.26
3190.22,4304.22,0.18,2931.15,639.0,0.11,577.94,287.75,2677.86,1380.57,36.8,High,0.0
3764.6,3619.57,0.22,2800.92,653.0,0.26,654.73,775.1,2513.74,930.68,47.9,Medium,145.03
2661.13,2019.9,0.08,2226.18,712.0,0.39,552.42,556.46,2987.12,361.44,24.9,High,641.23
3355.81,1753.15,0.1,2842.88,693.0,0.18,402.8,704.16,1112.07,1382.81,41.5,Low,1602.66
3757.85,3208.4,0.36,2481.69,682.0,0.12,510.76,604.83,1996.91,1140.47,89.0,Low,549.45
3305.48,3667.31,0.34,2968.81,688.0,0.39,601.18,294.62,2408.33,1161.89,61.8,Low,0.0
5433.69,2753.66,0.07,2053.35,681.0,0.26,547.88,144.97,2187.27,978.44,15.3,High,2680.03
3993.72,3079.16,0.1,3330.02,660.0,0.12,615.86,727.98,2721.92,1241.88,24.3,Low,914.56
4456.07,2530.98,0.33,1668.02,781.0,0.23,546.3,462.19,2619.34,756.83,2.3,Low,1925.09
4598.81,4402.53,0.26,2887.66,722.0,0.22,335.82,361.57,2177.76,962.91,54.8,Low,196.28
3967.48,4154.02,0.25,2118.33,650.0,0.23,740.32,362.88,2166.14,1482.44,22.1,Low,0.0
3710.06,3726.19,0.31,2109.71,756.0,0.13,249.52,424.2,1894.23,928.37,88.1,Medium,0.0
3468.29,3518.16,0.3,3493.07,643.0,0.28,620.38,755.39,3132.23,968.91,55.9,Low,0.0
1596.51,2085.66,0.21,3378.62,742.0,0.57,302.47,381.53,1179.06,1633.35,14.2,Medium,0.0
4085.94,3449.51,0.35,2936.09,698.0,0.22,674.05,700.37,2321.52,916.16,48.2,Medium,636.43
3880.74,3054.91,0.11,2444.3,698.0,0.37,630.2,705.38,1554.28,2252.27,11.8,Medium,825.83
5089.88,3012.55,0.34,3143.18,745.0,0.52,153.44,482.65,3162.15,622.6,7.0,Medium,2077.33
3669.75,3842.72,0.21,3079.28,643.0,0.56,531.91,544.49,2439.15,1291.86,99.8,Low,0.0
4190.52,4255.47,0.12,2765.0,695.0,0.51,279.63,154.0,1186.27,1136.34,22.6,Medium,0.0
4160.5,3810.28,0.11,1859.05,621.0,0.26,374.98,887.98,2535.19,1219.7,94.6,Low,350.22
6406.73,2085.38,0.3,2600.22,705.0,0.17,418.28,750.01,2451.91,529.35,42.8,High,4321.35
3907.04,3703.17,0.27,3478.79,691.0,0.17,724.76,222.83,3042.43,1685.33,23.7,Medium,203.87
3868.2,2228.21,0.06,3671.15,661.0,0.49,776.42,604.92,1027.61,1327.69,97.2,Low,1639.99
5263.09,3299.5,0.31,1664.8,684.0,0.23,599.35,569.14,2330.05,1181.61,29.9,Low,1963.59
1830.45,3499.35,0.13,2932.96,708.0,0.26,555.32,740.71,2218.76,1143.57,77.5,High,0.0
4708.46,3533.97,0.37,2535.78,697.0,0.36,783.58,690.13,2430.74,1152.65,20.8,Low,1174.49
3568.59,3014.16,0.25,2283.25,675.0,0.35,767.24,479.39,3431.47,922.94,10.6,Low,554.43
4151.57,4170.8,0.3,2914.36,603.0,0.53,752.54,77.3,3379.82,1871.18,34.4,Low,0.0
3221.83,3821.01,0.21,2761.45,709.0,0.51,889.38,505.17,2157.51,1416.99,94.6,Medium,0.0
4161.1,4723.76,0.24,2600.89,712.0,0.21,323.51,604.8,2541.1,1146.6,4.6,Medium,0.0
4504.36,3433.1,0.29,3309.33,643.0,0.31,673.7,458.21,1580.99,1066.57,28.1,Medium,1071.26
3308.17,3768.77,0.11,3172.0,641.0,0.12,472.27,324.9,1607.32,640.55,82.2,High,0.0
4172.19,2723.57,0.18,2552.8,725.0,0.1,395.28,570.84,2978.74,849.97,91.7,High,1448.62
4007.61,3328.15,0.18,2459.79,674.0,0.45,484.39,372.65,1807.47,1014.97,65.8,Low,679.46
4140.4,2319.06,0.28,2127.61,687.0,0.22,413.83,769.98,3507.24,1574.03,75.9,Low,1821.34
3388.47,3685.62,0.2,2599.05,598.0,0.17,593.87,856.96,2185.74,1914.44,21.6,Low,0.0
4168.96,1741.8,0.22,3065.08,697.0,0.22,397.98,435.08,2063.83,1684.58,7.2,Low,2427.16
3307.47,2863.66,0.15,3004.1,767.0,0.2,691.94,0.0,1617.28,731.88,47.4,Low,443.81
3968.25,2563.71,0.11,2079.96,747.0,0.51,452.51,534.71,2564.27,1096.12,86.6,Low,1404.54
3333.33,1497.29,0.2,3327.99,580.0,0.48,650.2,535.82,2799.71,1353.84,35.3,Low,1836.04
4174.09,2568.25,0.11,2400.17,754.0,0.42,379.43,580.16,1977.55,959.98,24.8,Medium,1605.84
2388.2,2203.69,0.36,3870.71,702.0,0.6,521.3,549.72,1877.92,968.27,26.8,High,184.51
4672.84,3412.94,0.29,3249.47,675.0,0.53,360.24,319.77,1814.17,1345.52,2.6,Low,1259.9
3565.41,3692.28,0.06,3132.17,666.0,0.35,482.65,501.54,2588.87,964.59,84.1,Low,0.0
1812.45,2667.42,0.12,2338.74,671.0,0.53,470.27,419.75,2149.77,1314.9,22.4,Low,0.0
3646.42,3513.52,0.3,3117.89,677.0,0.19,576.39,445.45,2637.07,1442.03,23.4,Medium,132.9
6760.38,3027.02,0.15,2402.42,672.0,0.26,658.54,419.73,2098.87,1790.89,11.5,Low,3733.36
4919.85,3837.39,0.12,2045.35,668.0,0.34,673.47,643.24,2270.6,1366.15,18.0,Low,1082.46
3631.22,2872.3,0.2,2567.06,656.0,0.28,613.64,305.72,2057.52,427.86,81.4,Medium,758.92
3557.06,4233.83,0.28,3190.36,716.0,0.57,526.35,671.6,3143.11,1598.93,66.0,High,0.0
5208.51,3282.4,0.23,2826.45,681.0,0.45,824.91,553.85,2743.49,1162.37,15.5,Medium,1926.11
2562.91,3346.14,0.17,2508.7,718.0,0.34,604.48,213.1,2898.74,1311.67,12.5,Low,0.0
3658.63,2078.66,0.24,2830.27,756.0,0.46,295.21,637.3,2973.46,1312.88,48.3,Low,1579.97
5198.04,4072.54,0.12,3192.61,708.0,0.14,323.62,428.78,1966.94,1346.04,33.2,Low,1125.5
4764.91,3517.07,0.33,2818.2,671.0,0.26,553.46,361.91,2737.54,300.0,17.5,Low,1247.84
4903.91,4430.98,0.15,2181.01,658.0,0.12,353.86,619.22,1816.74,1067.29,68.5,Low,472.93
4813.44,4016.0,0.16,2977.31,656.0,0.43,562.97,593.19,2363.81,698.64,80.6,Low,797.44
2402.06,3653.49,0.12,3262.63,635.0,0.38,476.82,440.69,2339.13,964.5,32.9,High,0.0
2543.0,2195.33,0.27,2712.94,655.0,0.51,263.09,601.16,1955.68,1461.54,2.6,Low,347.67
4780.41,3678.12,0.4,3063.31,651.0,0.11,400.64,149.29,2805.74,886.67,23.6,High,1102.29
4315.96,4008.46,0.25,2716.62,649.0,0.42,439.01,471.14,2941.26,919.48,43.7,Low,307.5
4288.78,2833.42,0.32,3417.75,662.0,0.4,392.28,809.18,3586.17,561.02,13.2,High,1455.36
4009.44,3236.55,0.1,3112.39,670.0,0.41,672.61,646.82,3033.34,1660.83,71.4,Medium,772.89
4446.02,2300.56,0.16,2752.25,686.0,0.26,674.53,414.36,1584.9,901.47,64.2,Low,2145.46
1117.36,1329.43,0.25,3901.15,758.0,0.31,574.36,668.95,2484.06,863.92,59.7,Low,0.0
3982.86,3612.94,0.4,2743.04,670.0,0.57,477.46,845.02,2875.94,750.68,37.9,Medium,369.92
3798.38,2189.73,0.24,3649.27,707.0,0.28,352.71,565.45,2561.88,1199.55,5.3,High,1608.65
3540.81,3080.81,0.09,2182.71,591.0,0.55,493.2,512.78,2341.85,865.64,75.6,Low,460.0
4559.39,2823.23,0.2,2840.67,724.0,0.27,581.49,66.84,1151.96,1157.39,11.1,Medium,1736.16
3630.76,1650.04,0.1,3668.85,689.0,0.44,326.46,723.39,1930.39,1142.66,40.2,Medium,1980.72
3752.85,3125.99,0.28,2904.43,721.0,0.46,469.88,286.03,2221.6,1675.06,20.7,Medium,626.86
5225.13,5430.47,0.25,2985.72,683.0,0.41,379.78,283.04,2643.3,1671.6,81.1,Medium,0.0
3758.86,2818.12,0.3,2520.87,683.0,0.18,343.52,987.69,3319.95,858.29,55.4,Low,940.74
1906.42,2648.09,0.23,2325.85,744.0,0.2,564.21,0.0,2029.84,1056.33,9.9,Low,0.0
2959.28,3246.62,0.28,2838.1,572.0,0.37,269.08,450.41,1668.53,688.08,27.3,Medium,0.0
2620.71,2851.6,0.27,3410.49,603.0,0.32,83.22,870.07,1991.89,1434.93,30.5,Low,0.0
2823.98,1370.53,0.25,2994.82,683.0,0.26,790.96,836.38,1943.07,1154.06,8.3,Medium,1453.45
3700.95,2040.78,0.11,3534.57,636.0,0.15,608.58,359.12,2535.45,1756.04,68.2,Medium,1660.17
3545.88,4354.28,0.39,2551.98,628.0,0.36,327.94,577.41,2632.91,1864.38,22.1,Medium,0.0
5416.9,2656.43,0.37,2662.77,549.0,0.3,416.53,308.85,1868.54,770.52,34.3,Medium,2760.47
