age,gender,education_level,job_title,monthly_income_usd,credit_score
63,Female,Master,Driver,5676.15,777
24,Female,Bachelor,Salesperson,5288.15,800
59,Male,Master,Driver,4307.78,693
46,Male,Master,Accountant,5137.7,635
21,Male,Master,Teacher,4514.39,548
65,Female,High School,Teacher,3629.8,802
23,Female,Bachelor,Student,6424.26,607
63,Male,High School,Student,2924.85,821
29,Male,Bachelor,Driver,6246.08,334
25,Female,Bachelor,Accountant,4063.52,623
21,Female,High School,Accountant,4151.35,639
40,Male,Bachelor,Student,4880.17,806
26,Female,Master,Driver,529.4,561
28,Male,PhD,Engineer,5478.69,754
68,Male,High School,Teacher,2785.49,764
36,Female,Bachelor,Unemployed,500.0,713
43,Female,High School,Teacher,4520.94,641
21,Female,Master,Driver,4115.27,431
65,Male,Master,Teacher,2954.65,480
51,Female,Master,Student,7066.01,307
68,Male,High School,Accountant,6425.48,421
27,Male,High School,Teacher,2960.45,317
30,Male,Master,Engineer,1509.93,311
65,Female,Bachelor,Salesperson,5226.35,773
42,Male,High School,Unemployed,4770.94,555
22,Male,High School,Teacher,510.87,746
69,Female,Master,Doctor,2156.69,672
29,Male,Master,Student,3073.71,328
46,Female,Master,Engineer,8884.67,798
29,Female,Master,Salesperson,5157.86,641
29,Female,Master,Driver,4920.08,610
44,Male,High School,Accountant,2040.32,635
38,Female,Bachelor,Unemployed,5308.26,810
25,Male,Bachelor,Student,5040.76,427
60,Female,Bachelor,Accountant,3856.6,465
45,Female,Bachelor,Doctor,5803.97,542
30,Male,Master,Unemployed,7169.53,478
23,Other,Master,Doctor,1547.64,469
43,Male,Master,Salesperson,8393.29,607
25,Female,Master,Salesperson,8506.98,350
22,Male,Master,Unemployed,3072.76,839
20,Male,Master,Salesperson,4125.42,434
68,Male,PhD,Accountant,2694.15,802
47,Male,Bachelor,Driver,3105.56,577
56,Female,High School,Accountant,541.8,677
53,Female,High School,Engineer,1499.37,486
34,Female,PhD,Salesperson,4421.63,338
61,Male,Other,Doctor,1948.72,754
59,Male,Bachelor,Salesperson,3126.97,730
31,Female,Bachelor,Manager,3546.53,727
62,Male,High School,Doctor,4385.93,342
59,Female,Bachelor,Accountant,975.4,837
36,Male,High School,Engineer,2407.25,314
36,Male,Master,Salesperson,3633.95,329
25,Male,Bachelor,Accountant,2808.06,446
43,Male,High School,Engineer,4545.98,395
42,Female,Bachelor,Unemployed,6283.98,427
36,Male,Master,Manager,719.53,592
29,Female,Master,Teacher,2904.37,773
62,Female,Other,Salesperson,9958.11,565
19,Male,High School,Driver,3777.41,327
21,Female,Bachelor,Engineer,7742.15,764
20,Male,PhD,Engineer,2298.23,634
57,Female,Bachelor,Salesperson,5338.85,585
61,Female,Bachelor,Manager,4937.69,370
19,Male,High School,Driver,798.53,607
20,Female,PhD,Salesperson,500.0,353
20,Male,Bachelor,Student,5893.62,346
48,Male,Bachelor,Student,4110.01,840
64,Male,Bachelor,Salesperson,3356.11,555
37,Male,High School,Engineer,2429.98,663
63,Female,Bachelor,Accountant,3140.73,719
56,Male,Other,Manager,1397.78,587
23,Female,Bachelor,Manager,4189.06,672
66,Male,Bachelor,Accountant,7612.18,336
39,Female,High School,Manager,7824.01,807
31,Female,Bachelor,Student,6328.12,396
55,Male,Bachelor,Doctor,1650.56,499
40,Female,Bachelor,Doctor,3245.23,841
25,Male,High School,Student,4875.65,779
66,Female,High School,Salesperson,4651.09,386
40,Male,High School,Student,5001.83,762
52,Male,Master,Driver,2035.35,562
21,Male,Bachelor,Student,2770.5,424
38,Female,High School,Student,5137.63,551
24,Male,Bachelor,Manager,5601.4,808
40,Female,High School,Engineer,8119.69,845
65,Male,Bachelor,Student,8076.66,817
47,Male,Master,Driver,2933.4,361
24,Male,Master,Accountant,4035.86,695
18,Male,Bachelor,Teacher,3166.25,768
53,Other,PhD,Teacher,2124.6,775
30,Female,Bachelor,Engineer,1265.12,589
40,Male,PhD,Unemployed,500.0,423
38,Female,Master,Accountant,3274.79,449
51,Female,Master,Student,3170.74,620
65,Female,Bachelor,Student,2551.39,668
49,Male,Other,Manager,7839.12,453
65,Female,Master,Salesperson,4711.11,745
54,Male,Bachelor,Teacher,3975.91,560
66,Male,Bachelor,Driver,1758.46,341
60,Male,High School,Salesperson,6742.32,814
26,Male,High School,Teacher,7296.01,821
23,Male,Master,Driver,500.0,668
63,Female,Master,Unemployed,4339.73,467
61,Male,Bachelor,Manager,3611.04,708
20,Male,PhD,Manager,6583.36,334
38,Male,Bachelor,Salesperson,2748.17,849
44,Female,High School,Driver,2043.49,822
22,Male,Bachelor,Salesperson,2453.9,547
64,Other,Master,Salesperson,5452.32,335
31,Female,Bachelor,Teacher,9886.1,740
23,Female,PhD,Doctor,5448.98,828
21,Male,Bachelor,Accountant,4417.91,838
35,Female,Bachelor,Driver,5653.29,562
31,Female,Bachelor,Engineer,7455.93,416
23,Male,Master,Accountant,3061.31,545
65,Female,Bachelor,Salesperson,5063.33,324
41,Male,High School,Teacher,4913.2,850
64,Male,Master,Driver,5967.85,818
62,Male,Bachelor,Salesperson,3526.48,658
44,Female,High School,Driver,1731.66,608
42,Female,High School,Student,6058.36,315
24,Female,Bachelor,Engineer,2638.45,641
37,Male,High School,Unemployed,4181.46,480
53,Female,Bachelor,Manager,3157.29,842
59,Female,Bachelor,Doctor,5242.69,624
62,Male,Bachelor,Engineer,3279.45,666
63,Male,High School,Doctor,5245.06,685
56,Male,Master,Unemployed,5506.83,376
34,Female,High School,Teacher,4199.65,503
45,Male,Bachelor,Doctor,6031.87,603
46,Male,Bachelor,Teacher,3193.24,773
29,Female,High School,Teacher,4871.99,511
48,Male,Master,Engineer,3616.93,570
18,Male,High School,Unemployed,6500.57,512
35,Male,High School,Doctor,2132.49,561
34,Female,High School,Salesperson,1573.26,589
58,Female,Master,Student,2524.89,656
41,Male,Bachelor,Accountant,2652.16,678
62,Female,Master,Teacher,6867.67,579
57,Male,High School,Salesperson,6378.59,652
63,Male,Master,Salesperson,3402.46,320
27,Female,Bachelor,Engineer,5423.91,632
43,Male,Bachelor,Student,2061.9,804
30,Other,Bachelor,Driver,4623.69,794
24,Male,Master,Unemployed,2475.72,829
34,Male,Bachelor,Salesperson,4393.65,677
41,Female,Bachelor,Doctor,2699.89,574
33,Female,High School,Manager,1377.3,481
58,Female,Bachelor,Driver,500.0,757
34,Male,Bachelor,Student,5766.07,779
37,Male,Bachelor,Teacher,6538.62,714
57,Male,High School,Doctor,1428.8,404
44,Male,High School,Doctor,768.31,560
53,Male,Master,Teacher,5283.42,797
53,Female,High School,Salesperson,7768.0,527
27,Female,Bachelor,Doctor,4384.45,577
53,Male,Master,Unemployed,5962.38,473
59,Female,High School,Engineer,4430.46,370
31,Female,Bachelor,Salesperson,2546.36,543
56,Male,Bachelor,Manager,2592.6,758
41,Female,Bachelor,Unemployed,5281.9,773
56,Male,Bachelor,Manager,5197.99,839
30,Female,Bachelor,Salesperson,5706.7,609
33,Female,Bachelor,Unemployed,3635.72,314
65,Male,Master,Accountant,7254.15,300
65,Female,Master,Teacher,3863.41,636
46,Male,Master,Doctor,2035.02,709
64,Male,Master,Student,1689.1,365
45,Female,Bachelor,Salesperson,5450.16,314
54,Female,Bachelor,Unemployed,4283.19,715
52,Male,Bachelor,Engineer,4950.52,784
57,Female,Master,Driver,6510.21,755
51,Female,High School,Unemployed,5373.42,307
25,Male,High School,Student,1310.83,519
60,Male,Master,Unemployed,4716.99,338
68,Other,Master,Salesperson,6148.35,482
67,Male,High School,Unemployed,500.0,802
62,Female,Master,Unemployed,4135.53,323
35,Male,High School,Student,1826.23,479
27,Male,Bachelor,Teacher,4159.83,641
40,Female,Bachelor,Engineer,4641.86,753
49,Female,High School,Student,2257.97,340
61,Male,High School,Manager,7899.99,838
69,Male,Master,Unemployed,500.0,765
36,Male,PhD,Doctor,500.0,324
68,Male,Bachelor,Driver,7851.25,663
24,Female,Bachelor,Doctor,1793.5,480
38,Female,Bachelor,Driver,4957.82,530
38,Female,Master,Student,3213.79,424
37,Female,High School,Driver,4979.01,668
67,Male,Bachelor,Salesperson,3316.97,743
61,Female,Bachelor,Student,1082.48,596
67,Male,PhD,Teacher,4470.27,577
60,Male,Bachelor,Engineer,3689.4,741
58,Female,Bachelor,Salesperson,3008.23,636
37,Female,Other,Unemployed,4479.54,546
34,Male,High School,Manager,2383.95,650
43,Male,Bachelor,Engineer,5205.22,761
55,Male,Bachelor,Accountant,3697.18,707
36,Male,Master,Unemployed,2568.1,463
51,Female,Bachelor,Teacher,5884.15,401
57,Male,Master,Manager,898.84,570
20,Female,Master,Doctor,1862.34,821
60,Female,High School,Salesperson,5296.73,448
69,Female,Bachelor,Manager,500.0,650
40,Female,High School,Accountant,5245.89,335
19,Male,High School,Unemployed,5283.08,649
58,Male,Bachelor,Student,3134.72,529
49,Male,High School,Student,8371.46,836
29,Female,Master,Teacher,2631.6,441
26,Male,Bachelor,Manager,3111.91,589
64,Female,Master,Unemployed,500.0,368
60,Male,Master,Teacher,2898.63,787
66,Male,High School,Accountant,959.07,372
18,Male,Bachelor,Manager,500.0,489
44,Female,High School,Unemployed,3386.49,615
28,Male,High School,Driver,6129.34,638
63,Male,Bachelor,Student,3621.73,447
48,Male,Bachelor,Accountant,2674.09,550
25,Male,Bachelor,Unemployed,3323.49,344
59,Male,Bachelor,Student,6429.02,500
39,Female,Master,Doctor,1174.64,712
44,Female,Bachelor,Accountant,4622.97,771
32,Male,Bachelor,Unemployed,4246.86,404
48,Female,Bachelor,Engineer,1083.57,466
27,Female,Bachelor,Doctor,4337.84,677
34,Female,Bachelor,Accountant,1366.21,380
24,Male,Master,Doctor,5204.39,361
62,Female,Bachelor,Teacher,4180.33,711
21,Male,Bachelor,Student,3642.71,787
64,Male,Master,Accountant,2814.67,492
37,Female,Master,Manager,4775.09,706
67,Male,Bachelor,Doctor,4039.41,403
23,Female,Master,Accountant,5783.33,830
38,Female,High School,Manager,2089.64,539
54,Male,Master,Doctor,2799.32,758
42,Female,Master,Salesperson,5187.08,502
59,Male,Bachelor,Salesperson,3460.52,546
48,Male,Bachelor,Teacher,2538.57,782
25,Female,Master,Driver,4121.57,416
31,Male,High School,Teacher,7852.57,697
32,Male,Master,Engineer,2601.08,685
58,Female,High School,Salesperson,3214.5,577
34,Male,Master,Accountant,2863.3,829
24,Male,PhD,Driver,2829.51,792
35,Male,Bachelor,Manager,6930.85,805
62,Male,Master,Engineer,5064.93,479
21,Female,Bachelor,Manager,3470.04,349
31,Male,Other,Doctor,1445.9,529
68,Male,High School,Manager,3287.21,758
28,Male,Master,Driver,6930.71,630
45,Female,High School,Teacher,3115.54,839
39,Male,PhD,Manager,5687.94,607
45,Female,Bachelor,Salesperson,3350.28,307
32,Female,Master,Driver,5719.26,510
45,Female,Bachelor,Student,4725.94,477
32,Male,Master,Student,5554.16,551
38,Male,Master,Engineer,7184.05,811
37,Male,Other,Manager,2824.52,776
22,Female,Other,Doctor,908.11,826
67,Male,Bachelor,Engineer,3029.0,638
24,Male,Master,Manager,6944.28,322
62,Female,Master,Driver,5590.98,368
21,Male,Master,Accountant,7528.72,588
20,Male,Bachelor,Accountant,1628.28,655
64,Male,Master,Salesperson,3313.33,630
59,Female,Bachelor,Teacher,6284.41,329
49,Male,High School,Student,3153.57,475
20,Female,Bachelor,Engineer,4782.11,309
59,Female,Master,Accountant,7527.24,385
61,Male,High School,Unemployed,5726.18,323
37,Female,Master,Teacher,2586.66,664
66,Male,Master,Driver,5439.2,455
62,Female,High School,Engineer,5986.51,566
52,Male,Bachelor,Driver,4935.44,532
34,Female,Bachelor,Engineer,6164.37,574
47,Female,Master,Salesperson,3118.96,546
62,Male,High School,Student,2413.67,349
39,Male,PhD,Salesperson,5745.52,364
21,Male,High School,Driver,3267.32,405
57,Female,Master,Salesperson,4353.52,330
54,Male,Master,Driver,2911.62,317
44,Female,Master,Doctor,5492.19,308
54,Male,High School,Driver,4627.07,337
31,Other,Bachelor,Teacher,3171.39,767
31,Female,Bachelor,Teacher,7049.03,586
36,Female,Bachelor,Unemployed,3110.11,447
62,Female,Other,Accountant,6340.15,596
27,Male,Bachelor,Accountant,3456.88,628
52,Female,Bachelor,Engineer,4094.6,596
35,Other,Master,Teacher,5389.34,508
62,Male,Master,Teacher,4844.65,491
45,Male,PhD,Doctor,1742.73,632
33,Female,Bachelor,Accountant,7502.27,312
34,Female,Bachelor,Manager,2845.2,456
67,Female,High School,Driver,960.42,335
63,Female,Bachelor,Student,2655.65,409
20,Male,High School,Engineer,7197.28,677
32,Other,Bachelor,Unemployed,2517.63,323
42,Male,Master,Engineer,5750.79,402
62,Male,Master,Salesperson,920.56,673
60,Male,High School,Salesperson,4184.26,745
31,Female,Bachelor,Student,6768.2,351
53,Female,Bachelor,Unemployed,1491.95,540
33,Male,Bachelor,Doctor,2002.13,715
54,Female,Bachelor,Student,3657.64,836
41,Male,High School,Student,3867.78,827
25,Female,Master,Engineer,6078.63,483
63,Male,High School,Doctor,5507.27,800
46,Female,Other,Salesperson,6186.72,313
34,Female,Bachelor,Teacher,1826.83,324
56,Male,Master,Salesperson,2323.28,412
40,Male,Master,Teacher,1574.69,396
19,Female,Bachelor,Driver,4489.68,480
38,Female,Master,Doctor,6550.41,556
38,Male,High School,Engineer,6287.13,433
26,Female,High School,Driver,4212.99,573
44,Male,High School,Teacher,2519.15,617
26,Other,Master,Salesperson,3228.95,619
26,Female,High School,Student,1470.82,495
34,Male,Bachelor,Doctor,8383.47,578
65,Female,Master,Accountant,5429.49,847
30,Male,Bachelor,Student,2449.17,701
56,Female,Master,Teacher,3113.63,595
37,Male,Other,Manager,3473.7,677
32,Female,Bachelor,Unemployed,5574.93,460
21,Female,Master,Doctor,1172.86,578
18,Female,Bachelor,Doctor,988.34,770
50,Female,Bachelor,Salesperson,3900.18,790
24,Male,High School,Student,2226.75,374
54,Female,PhD,Salesperson,5500.01,386
42,Male,High School,Engineer,5713.19,707
44,Male,Master,Unemployed,3152.32,504
57,Female,Other,Driver,4452.33,365
44,Male,High School,Salesperson,4451.61,749
21,Female,Bachelor,Accountant,3870.17,770
22,Male,High School,Teacher,5685.03,455
56,Female,Master,Manager,3752.57,470
39,Female,Bachelor,Engineer,5486.26,805
31,Male,Master,Salesperson,3892.83,758
67,Female,Bachelor,Salesperson,4839.98,589
56,Female,Bachelor,Doctor,3249.18,756
50,Male,High School,Unemployed,3486.14,350
35,Female,Bachelor,Student,3190.65,526
69,Male,Bachelor,Manager,500.0,681
41,Male,Bachelor,Salesperson,803.89,533
35,Female,Bachelor,Engineer,3231.75,487
18,Male,Bachelor,Teacher,2403.59,629
27,Female,Master,Unemployed,6037.07,355
39,Male,Bachelor,Unemployed,6442.85,693
35,Female,Bachelor,Accountant,2584.34,410
25,Male,High School,Teacher,4576.48,733
43,Male,Bachelor,Student,6330.74,348
36,Female,Master,Accountant,7961.3,815
48,Male,PhD,Manager,1187.77,380
26,Female,Bachelor,Student,4518.06,421
18,Female,Bachelor,Unemployed,4009.49,682
66,Male,Master,Accountant,2944.19,601
34,Female,High School,Accountant,2070.8,428
68,Other,Master,Student,1832.4,526
69,Male,High School,Teacher,6367.48,689
24,Female,Master,Driver,5409.53,398
60,Male,Master,Driver,2249.11,631
41,Male,Bachelor,Unemployed,3508.01,841
33,Male,Bachelor,Salesperson,4893.41,704
39,Female,Bachelor,Driver,4909.01,690
45,Female,Bachelor,Driver,1543.02,519
58,Male,PhD,Driver,2371.69,587
58,Male,Master,Doctor,1669.6,314
41,Female,Bachelor,Salesperson,1579.53,794
59,Male,Bachelor,Manager,4491.34,731
43,Other,High School,Accountant,3084.65,347
34,Female,Bachelor,Doctor,6142.95,702
56,Other,Master,Doctor,994.19,348
46,Male,High School,Unemployed,741.33,566
38,Female,Bachelor,Manager,2778.18,596
45,Female,Other,Teacher,3226.02,488
49,Female,Bachelor,Teacher,6414.73,360
48,Male,Master,Accountant,5230.89,530
33,Male,Bachelor,Student,6482.85,489
51,Male,High School,Doctor,4049.53,726
56,Male,Master,Student,3647.27,670
56,Other,Master,Salesperson,946.22,418
64,Male,Bachelor,Doctor,7617.18,649
54,Female,Bachelor,Doctor,5792.8,325
28,Female,Master,Driver,2564.29,721
66,Female,Bachelor,Accountant,5591.73,478
65,Female,Master,Driver,4394.37,469
43,Female,Bachelor,Unemployed,2745.2,803
20,Male,Bachelor,Manager,8800.8,807
66,Female,High School,Student,5473.39,564
52,Male,High School,Unemployed,4294.82,522
46,Male,Master,Teacher,5627.57,747
49,Male,High School,Doctor,2038.11,607
68,Female,Master,Unemployed,2458.37,330
51,Male,Bachelor,Teacher,2351.88,538
21,Female,Master,Driver,6029.17,820
53,Female,High School,Driver,2949.01,602
32,Female,High School,Driver,4625.62,791
48,Female,Master,Teacher,2978.99,621
68,Male,Bachelor,Manager,1351.03,649
18,Male,Master,Driver,4316.57,691
57,Male,Master,Salesperson,3099.55,823
18,Male,High School,Engineer,1654.36,533
47,Female,Bachelor,Salesperson,4812.16,698
68,Female,Bachelor,Teacher,2283.57,696
44,Female,Bachelor,Manager,2907.47,514
41,Female,High School,Salesperson,5398.42,678
49,Female,High School,Accountant,784.72,766
48,Male,Bachelor,Teacher,3898.15,478
18,Male,Bachelor,Engineer,5126.2,726
34,Male,Bachelor,Salesperson,3054.2,832
48,Female,Master,Engineer,4737.95,748
29,Female,Bachelor,Manager,4477.83,318
60,Female,Bachelor,Teacher,6739.77,501
61,Male,Master,Manager,4262.1,520
22,Male,PhD,Doctor,5938.41,418
67,Male,Bachelor,Salesperson,2002.7,314
58,Female,Master,Manager,2027.25,832
61,Male,High School,Engineer,3393.77,418
63,Female,Bachelor,Unemployed,5512.57,689
38,Male,High School,Teacher,6310.2,612
61,Female,Bachelor,Driver,3628.9,415
27,Male,Bachelor,Driver,4527.95,385
54,Female,Master,Doctor,1432.29,428
26,Male,Master,Doctor,3329.54,841
29,Female,High School,Salesperson,7454.65,705
36,Female,Bachelor,Doctor,500.0,532
38,Female,Master,Manager,7345.79,743
53,Male,Other,Driver,2450.4,706
31,Male,High School,Manager,2934.79,669
37,Male,Master,Engineer,5562.35,437
53,Male,Bachelor,Driver,3569.22,628
56,Male,Master,Student,3262.87,683
62,Male,Bachelor,Doctor,6078.0,782
61,Male,Bachelor,Teacher,8475.7,306
66,Male,High School,Teacher,500.0,414
41,Female,Bachelor,Driver,616.6,476
45,Female,Other,Accountant,2651.31,364
33,Other,Bachelor,Salesperson,6082.81,574
47,Female,PhD,Accountant,500.0,817
32,Male,Bachelor,Teacher,3715.16,695
40,Female,Master,Accountant,5847.56,444
53,Other,Other,Driver,672.32,514
64,Female,Master,Student,1902.63,484
48,Male,Master,Teacher,2064.06,645
22,Female,Master,Manager,2976.44,350
43,Male,Master,Student,2280.35,815
46,Female,Bachelor,Salesperson,6599.18,542
26,Male,Master,Accountant,5890.39,755
24,Female,High School,Manager,1611.6,307
57,Male,Bachelor,Doctor,5876.86,420
22,Other,Master,Salesperson,4007.97,475
46,Female,Master,Engineer,8599.94,720
51,Male,Master,Engineer,1117.32,460
62,Female,Bachelor,Manager,3025.67,338
68,Female,High School,Salesperson,500.0,800
29,Female,Bachelor,Teacher,2834.2,409
62,Male,Master,Accountant,6254.91,640
31,Male,Master,Student,5784.42,531
50,Male,Other,Driver,4436.25,473
30,Other,Bachelor,Engineer,2629.96,777
36,Female,Bachelor,Accountant,7586.23,427
19,Male,Bachelor,Teacher,7892.49,516
51,Female,Other,Doctor,5266.77,702
36,Male,PhD,Salesperson,723.51,805
23,Female,High School,Doctor,3480.81,750
54,Female,Master,Accountant,7344.99,761
43,Female,Master,Student,6758.64,571
44,Male,Master,Manager,5011.02,589
58,Male,High School,Driver,3960.97,417
52,Male,High School,Unemployed,2072.63,536
20,Male,Bachelor,Manager,4349.13,320
69,Male,Bachelor,Doctor,1989.06,832
37,Female,Master,Salesperson,8459.28,314
37,Female,Master,Driver,7988.25,328
46,Male,Bachelor,Student,4433.11,757
61,Male,Bachelor,Manager,4965.85,594
30,Female,High School,Manager,6493.62,681
22,Male,High School,Salesperson,3591.23,457
63,Female,Bachelor,Unemployed,6138.65,651
66,Female,Bachelor,Doctor,500.0,420
63,Female,Master,Unemployed,4678.44,720
50,Female,Master,Manager,3231.77,342
59,Female,Bachelor,Student,2372.04,525
42,Female,Bachelor,Manager,5304.57,511
34,Female,Other,Unemployed,500.0,796
54,Female,Master,Accountant,6631.64,673
19,Female,Master,Accountant,5293.49,365
47,Female,Bachelor,Doctor,8338.54,749
63,Male,Master,Engineer,3668.64,748
40,Other,Master,Accountant,3907.6,723
65,Female,High School,Student,4364.26,467
51,Female,Bachelor,Manager,2966.93,504
55,Female,Bachelor,Manager,5397.31,714
59,Female,Master,Doctor,6186.63,653
20,Female,High School,Accountant,5512.1,712
43,Male,PhD,Manager,4094.6,700
38,Female,Bachelor,Teacher,3796.25,736
61,Female,Bachelor,Accountant,1643.64,381
54,Male,High School,Salesperson,4865.7,671
33,Other,Master,Salesperson,3218.09,575
