Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
76,24,M,Zambia,Bachelor,Farmer,Married,791682,100481,Mixed,532988,204715,57334,0.23,922947,27688,0.03,1868599,207614,154,801170,46057,225,3577,Manufacturing,2048942,255705,102230,678580,1868538,Treasury Bills,727842,8355.15,78,58,High,73,Education,48.8,Not Ready,Not Ready,Low,2458513,21.6,Healthy,Decline,Treasury Bills,High
77,25,M,Tanzania,Secondary,Civil Servant,Single,423787,89089,Salary,280603,100013,925160,0.2,1219286,36578,0.07,831528,294405,97,120467,351288,273,25270,Agriculture,2867568,490236,147252,527112,1813026,Mutual Fund,1473239,52129.24,69,44,Medium,79,Emergency Fund,44.5,Not Ready,Not Ready,Low,1245511,8.1,Healthy,Decline,Mutual Fund,High
78,28,M,Kenya,Postgraduate,Trader,Married,1223868,232421,Mixed,883791,490319,251851,0.34,667825,20034,0.01,772578,185031,60,757560,424832,192,41244,Manufacturing,4921622,553277,1008147,2127409,2522060,Treasury Bills,1898728,90247.01,53,96,High,76,Emergency Fund,52.7,Not Ready,Not Ready,Low,7625377,11.0,Healthy,Review,Savings,Medium
79,29,M,Rwanda,Primary,Farmer,Married,711771,7864,Business,406208,112904,185647,0.16,971252,29137,0.04,674263,98730,174,934617,114254,34,36830,Retail,3082332,898666,1600592,1255534,1559824,Savings,1305571,-14630.21,56,36,Medium,71,Education,40.4,Not Ready,Not Ready,Low,1412238,20.3,Healthy,Decline,Savings,High
80,45,F,Tanzania,Primary,Entrepreneur,Married,798435,51221,Salary,382269,177916,957020,0.21,2553982,76619,0.09,1540421,114919,187,710324,42416,207,2621,Food,1409064,252519,1597459,1281193,684669,Crypto,164558,5798.11,100,42,Low,92,Home,54.1,Not Ready,Not Ready,Low,2408412,16.5,Healthy,Review,Mutual Fund,Medium
81,35,F,Kenya,Secondary,Trader,Married,1488305,58294,Salary,572894,509234,814869,0.33,1449816,43494,0.03,1572867,479013,27,437503,728421,201,48992,Food,1902210,255561,198604,1473965,1750982,Stocks,1778283,43133.52,63,84,High,100,Education,56.5,Not Ready,Not Ready,Low,6606468,-3.4,Healthy,Review,Stocks,Medium
82,54,M,Tanzania,Postgraduate,Engineer,Single,605840,130909,Mixed,648327,36928,364096,0.05,1726534,51796,0.07,195069,105597,167,325638,143854,69,44972,ICT,4130581,1037190,508855,2969589,2201357,Stocks,2161666,106251.31,37,64,Low,58,Emergency Fund,36.1,Not Ready,Not Ready,Low,555636,-0.7,Reduce Spending,Decline,Crypto,High
83,49,M,Tanzania,Primary,Civil Servant,Married,911650,108173,Business,421149,300856,377991,0.3,2040984,61229,0.06,433920,22752,20,939326,294527,155,12918,Manufacturing,977740,254688,949562,483907,477846,Stocks,1866769,50152.51,66,57,High,41,Emergency Fund,44.6,Not Ready,Not Ready,Low,3352958,-4.7,Healthy,Decline,Savings,High
84,40,F,Kenya,Diploma,Teacher,Married,77410,188374,Salary,227446,28797,658237,0.11,2572600,77178,0.29,1962358,383066,172,733335,263624,125,5121,Food,1213101,332674,63043,1667895,1045411,Mutual Fund,1242836,20865.7,87,41,High,33,Retirement,39.7,Not Ready,Not Ready,Medium,425789,17.3,Reduce Spending,Decline,Mutual Fund,High
85,35,F,South Africa,Secondary,Civil Servant,Married,181051,21628,Salary,82891,103251,965819,0.51,2959391,88781,0.44,846618,474583,17,990834,226955,253,27720,Retail,4240362,1141624,638248,2537592,3051423,Crypto,336520,-1955.6,49,40,Medium,37,Emergency Fund,37.0,Not Ready,Not Ready,Medium,1430690,7.0,Healthy,Decline,Treasury Bills,High
86,47,M,Zambia,Primary,Civil Servant,Married,360232,148508,Mixed,198203,105181,745304,0.21,1766674,53000,0.1,1868773,177559,21,460003,9225,90,47497,ICT,1429630,233954,18794,1868729,1204162,Mutual Fund,2832251,41946.34,45,80,High,30,Emergency Fund,38.2,Not Ready,Not Ready,Low,1299378,8.8,Healthy,Decline,Crypto,High
87,56,M,Kenya,Postgraduate,Civil Servant,Single,943199,193272,Salary,698250,330046,313851,0.29,1440360,43210,0.04,1113337,464049,167,29194,889307,96,14580,Services,3802601,978819,318109,2780262,2732128,Treasury Bills,2327323,88617.05,73,66,Low,87,Education,55.1,Not Ready,Not Ready,Low,4459288,6.9,Healthy,Review,Treasury Bills,Medium
88,53,M,South Africa,Postgraduate,Teacher,Single,1465592,131880,Mixed,1182135,190595,480410,0.12,950237,28507,0.02,1136034,300263,183,118507,771318,262,38565,Manufacturing,4805181,355912,865693,2860001,2116250,Treasury Bills,1843511,-12114.64,84,90,High,84,Education,55.3,Not Ready,Not Ready,Low,2825577,23.4,Reduce Spending,Review,Crypto,Medium
89,43,F,Ghana,Diploma,Nurse,Married,1357686,30175,Mixed,794406,197653,43765,0.14,63632,1908,0.0,1473056,311588,59,482036,314499,61,46361,Manufacturing,1187453,211120,1873586,377862,880667,Treasury Bills,845568,30690.67,65,41,High,66,Emergency Fund,40.8,Not Ready,Not Ready,Low,2932987,19.1,Healthy,Decline,Treasury Bills,High
90,42,M,Rwanda,Bachelor,Trader,Single,268971,186510,Business,296909,136707,118456,0.3,143220,4296,0.01,1941614,477222,177,254226,266969,181,12658,Agriculture,3797761,214136,1229227,1854983,1756338,Savings,87898,2531.88,29,53,Low,43,Emergency Fund,31.3,Not Ready,Not Ready,Low,1840128,3.7,Healthy,Decline,Savings,High
91,50,F,Tanzania,Bachelor,Farmer,Married,126355,18590,Salary,56678,64813,676002,0.45,2850080,85502,0.59,1259219,205816,126,165972,726578,229,25782,Services,1972744,615310,1291036,2178444,871431,Crypto,1381068,45334.86,59,36,High,95,Business Expansion,45.5,Not Ready,Not Ready,High,713561,0.1,Healthy,Decline,Mutual Fund,High
92,41,M,Tanzania,Secondary,Entrepreneur,Single,535250,10754,Mixed,265798,255938,638231,0.47,190343,5710,0.01,1324039,76456,191,703567,150628,139,25194,Retail,2342925,161766,559595,1506669,1670337,Mutual Fund,2215215,85155.52,37,24,Low,91,Retirement,38.4,Not Ready,Not Ready,Low,3835854,18.2,Healthy,Decline,Crypto,High
93,43,M,Kenya,Diploma,Farmer,Married,1127255,128556,Salary,681574,393649,425682,0.31,1402691,42080,0.03,127770,369216,91,704384,338899,246,33012,Agriculture,3131013,996476,1707052,994884,2968664,Crypto,632542,-4072.3,20,78,Medium,71,Home,43.6,Not Ready,Not Ready,Low,4999797,18.2,Healthy,Decline,Stocks,High
94,57,M,Uganda,Primary,Teacher,Single,434852,159507,Salary,397783,194850,374317,0.33,2895245,86857,0.15,899146,378119,22,879322,508051,163,11484,Retail,2364182,754929,1156061,106770,1931939,Crypto,2627519,17880.54,22,47,Medium,26,Retirement,30.2,Not Ready,Not Ready,Low,2523309,21.8,Healthy,Decline,Mutual Fund,High
95,28,F,Rwanda,Primary,Trader,Married,70590,98658,Mixed,84429,63592,15735,0.38,2683902,80517,0.48,678162,483858,12,222535,337167,167,49107,ICT,277202,67825,860013,2567630,214396,Mutual Fund,1416730,-3611.98,73,25,High,31,Home,35.5,Not Ready,Not Ready,High,873843,18.3,Healthy,Decline,Crypto,High
96,46,F,Rwanda,Postgraduate,Nurse,Married,1347583,172577,Salary,663053,268292,220706,0.18,598351,17950,0.01,1111404,402227,28,375227,853558,185,27736,Services,2936587,621376,1244150,2337816,1422410,Treasury Bills,2523163,94612.05,49,99,High,53,Emergency Fund,47.7,Not Ready,Not Ready,Low,3512557,-4.1,Healthy,Decline,Mutual Fund,High
97,50,F,South Africa,Diploma,Entrepreneur,Married,269276,190053,Business,198809,192845,420315,0.42,377119,11313,0.02,1965927,14654,164,140659,128159,30,35603,Agriculture,4259830,474892,1640265,772605,2311009,Mutual Fund,2542059,42098.88,39,42,High,40,Home,34.6,Not Ready,Not Ready,Low,2109609,18.3,Healthy,Decline,Stocks,High
98,26,F,South Africa,Postgraduate,Entrepreneur,Single,1444179,8093,Business,560564,670405,421374,0.46,2827850,84835,0.06,1813063,183859,20,239197,591607,192,26865,Services,3200482,1067313,1325171,949871,1334244,Stocks,87095,542.78,75,50,Medium,49,Retirement,51.4,Not Ready,Not Ready,Low,7894277,17.8,Healthy,Review,Mutual Fund,Medium
99,38,F,Kenya,Primary,Entrepreneur,Single,245457,173816,Business,147652,247302,261863,0.59,677789,20333,0.05,671602,357969,161,626620,475055,108,37960,ICT,487280,153423,450020,1521477,207290,Savings,1841619,-3260.18,37,58,Low,23,Home,41.9,Not Ready,Not Ready,Low,2851207,22.4,Healthy,Decline,Stocks,High
100,46,F,Nigeria,Secondary,Civil Servant,Single,772066,207972,Mixed,818403,159332,34513,0.16,2454816,73644,0.08,493015,105580,165,722949,16101,19,8836,ICT,4284409,979218,1215549,1815632,3359547,Crypto,83613,-1268.25,60,28,Low,34,Emergency Fund,32.7,Not Ready,Not Ready,Low,2452819,24.1,Reduce Spending,Decline,Crypto,High
101,27,F,Tanzania,Diploma,Engineer,Married,1171347,185373,Business,1101338,247737,81083,0.18,1465664,43969,0.03,452175,447310,62,766926,75904,139,46109,Food,1536626,83841,574141,299074,1431335,Savings,823956,25439.75,72,91,Medium,66,Business Expansion,50.5,Not Ready,Not Ready,Low,2688152,15.6,Reduce Spending,Review,Savings,Medium
102,29,F,South Africa,Bachelor,Civil Servant,Married,871760,202068,Mixed,896564,152912,941723,0.14,2663298,79898,0.07,12012,125352,160,525390,971278,130,45460,Services,3212238,1115622,1741315,842236,2456992,Crypto,364120,23415.0,24,26,High,71,Emergency Fund,30.9,Not Ready,Not Ready,Low,2061390,15.5,Reduce Spending,Decline,Savings,High
103,44,M,Tanzania,Postgraduate,Teacher,Married,551644,198618,Salary,409164,117638,551822,0.16,1117402,33522,0.04,1286163,345820,178,866331,337784,36,41215,ICT,4605581,1148045,1947658,2579085,3781015,Stocks,1100073,77967.35,80,64,High,86,Education,53.4,Not Ready,Not Ready,Low,1539618,1.6,Healthy,Review,Stocks,Medium
104,49,M,Kenya,Secondary,Farmer,Married,432692,22680,Mixed,240017,119141,905565,0.26,1795420,53862,0.12,259021,214971,44,736752,263697,192,6737,ICT,3109948,488243,1694459,2201883,2135738,Stocks,1899202,87788.32,55,70,Medium,57,Emergency Fund,43.5,Not Ready,Not Ready,Low,1684186,8.5,Healthy,Decline,Savings,High
105,43,F,Nigeria,Bachelor,Farmer,Single,1157620,178307,Mixed,1056526,133276,583218,0.1,842437,25273,0.02,2694,299132,71,60539,619279,91,20089,Services,4618940,611448,689506,1082153,2461929,Savings,1837389,-19967.14,83,31,Low,45,Business Expansion,38.1,Not Ready,Not Ready,Low,1710077,18.8,Reduce Spending,Decline,Crypto,High
106,58,F,Zambia,Secondary,Trader,Married,598531,184734,Business,376941,363573,135763,0.46,2594410,77832,0.1,402835,446542,187,608398,390443,32,43620,Manufacturing,1753970,261052,158436,345288,1430925,Stocks,1591331,30754.02,73,83,Low,23,Emergency Fund,49.6,Not Ready,Not Ready,Low,4961072,8.9,Healthy,Decline,Savings,High
107,20,F,Nigeria,Postgraduate,Teacher,Married,1465889,121852,Salary,1202311,224002,42559,0.14,2851462,85543,0.05,617523,290376,89,806594,406312,235,7741,ICT,805411,93598,171767,2405054,684288,Stocks,426587,12667.21,47,92,Low,78,Retirement,46.5,Not Ready,Not Ready,Low,3305187,1.0,Reduce Spending,Decline,Mutual Fund,High
108,41,F,South Africa,Postgraduate,Teacher,Married,458984,271696,Business,650470,34514,565061,0.05,1152038,34561,0.05,1091541,137543,27,328246,402364,130,43512,Agriculture,2556317,553974,1081604,1772529,1980083,Savings,1287008,13447.91,68,75,Medium,89,Emergency Fund,50.1,Not Ready,Not Ready,Low,423274,-1.0,Reduce Spending,Review,Stocks,Medium
109,23,M,South Africa,Primary,Civil Servant,Single,719064,4461,Business,465366,151345,592372,0.21,1357083,40712,0.06,75059,143422,61,834759,460437,149,13143,Agriculture,1806278,525154,1251707,2571572,1174151,Mutual Fund,1865965,720.3,46,27,Medium,43,Education,32.7,Not Ready,Not Ready,Low,2257915,-1.3,Healthy,Decline,Stocks,High
110,54,F,Kenya,Diploma,Farmer,Single,393353,76428,Salary,365325,83639,541308,0.18,423047,12691,0.03,977566,49930,56,822348,95978,25,27177,ICT,1927113,477276,550205,2972058,1730996,Stocks,2876926,64609.09,27,37,Low,25,Business Expansion,26.1,Not Ready,Not Ready,Low,1238978,3.8,Reduce Spending,Decline,Stocks,High
111,22,M,Uganda,Diploma,Entrepreneur,Married,747059,199216,Mixed,412378,268946,686637,0.28,2288914,68667,0.07,1456826,49068,55,487014,156155,94,28171,Food,2844930,721679,249857,172791,2434327,Crypto,512238,23434.59,46,87,Low,87,Home,52.0,Not Ready,Not Ready,Low,3279969,5.4,Healthy,Review,Savings,Medium
112,32,M,South Africa,Postgraduate,Trader,Single,352988,246654,Mixed,299308,277852,886474,0.46,952855,28585,0.05,1214805,484760,81,33977,608290,51,86,Manufacturing,2938185,318241,329217,2763694,1660113,Savings,721336,9603.52,77,81,Medium,51,Home,54.0,Not Ready,Not Ready,Low,3990868,0.4,Healthy,Review,Mutual Fund,Medium
113,22,M,South Africa,Postgraduate,Nurse,Single,143071,269150,Business,275603,80482,730339,0.2,553519,16605,0.04,872001,303033,95,79936,392914,83,23556,Manufacturing,1473525,366648,198818,1400960,593423,Stocks,2704332,182118.88,81,58,Medium,39,Education,46.2,Not Ready,Not Ready,Low,905524,21.4,Healthy,Decline,Treasury Bills,High
114,56,M,Zambia,Postgraduate,Nurse,Single,1182956,22053,Business,757626,249116,207317,0.21,1189017,35670,0.03,847659,291132,57,133288,952528,122,47617,Food,4536181,909680,1877742,408435,1852173,Treasury Bills,225084,6491.45,93,46,Low,49,Home,47.6,Not Ready,Not Ready,Low,3587320,-0.4,Healthy,Decline,Mutual Fund,High
115,57,M,Ghana,Secondary,Civil Servant,Single,516390,122640,Salary,309263,277817,537861,0.43,2981269,89438,0.14,1718870,32578,67,76601,628283,172,6427,Services,395800,45307,1630796,2911782,196350,Stocks,1273417,18091.68,79,95,Low,43,Education,54.8,Not Ready,Not Ready,Low,3423787,22.9,Healthy,Review,Savings,Medium
116,32,F,Rwanda,Bachelor,Entrepreneur,Single,520624,173571,Business,513516,62663,2985,0.09,2012122,60363,0.09,80123,260743,139,817113,346031,35,49247,Manufacturing,575475,63136,1321046,221076,497871,Crypto,1725341,-18567.01,64,94,Medium,40,Retirement,43.9,Not Ready,Not Ready,Low,879102,17.4,Reduce Spending,Decline,Stocks,High
117,57,F,Ghana,Diploma,Civil Servant,Married,1174995,60732,Business,478742,642081,841252,0.52,1056983,31709,0.03,1575363,439548,64,251769,207632,300,30009,Retail,4761090,576056,1043100,2421740,4282435,Mutual Fund,2874466,198204.74,26,70,High,70,Business Expansion,43.5,Not Ready,Not Ready,Low,9039029,23.3,Healthy,Decline,Savings,High
118,58,M,Nigeria,Secondary,Engineer,Married,94295,57984,Business,126850,16090,430761,0.11,2536535,76096,0.5,629009,239853,42,351710,571897,109,5445,Agriculture,3017169,507370,987144,2607433,1260913,Mutual Fund,1408544,-15779.04,54,43,Medium,76,Education,34.0,Not Ready,Not Ready,High,224822,19.2,Reduce Spending,Decline,Treasury Bills,High
119,34,M,Rwanda,Primary,Nurse,Married,797253,206755,Business,521795,252171,918771,0.25,2125479,63764,0.06,1659310,318026,53,898361,870975,83,25620,Services,4472418,235774,1799902,745457,2044153,Mutual Fund,1031268,26253.07,52,65,High,32,Retirement,36.3,Not Ready,Not Ready,Low,3612587,17.6,Healthy,Decline,Savings,High
120,39,M,Uganda,Bachelor,Teacher,Married,1446561,197060,Mixed,1423045,191034,62585,0.12,2745592,82367,0.05,1045626,258652,98,725176,18867,29,44796,Agriculture,1048698,227802,948965,1315046,852686,Mutual Fund,638755,33781.29,78,24,Medium,61,Emergency Fund,39.6,Not Ready,Not Ready,Low,2188784,23.6,Reduce Spending,Decline,Mutual Fund,High
121,21,M,Rwanda,Diploma,Civil Servant,Single,942277,287419,Business,1091949,103883,844002,0.08,2837434,85123,0.07,1341995,199484,131,744173,377739,142,21246,Services,1407904,422440,1049687,212686,1177730,Savings,1456451,101037.18,45,86,Low,27,Education,39.5,Not Ready,Not Ready,Low,1275517,10.6,Reduce Spending,Decline,Mutual Fund,High
122,59,F,Zambia,Bachelor,Nurse,Married,732974,229793,Mixed,550406,320441,379365,0.33,1652434,49573,0.05,671304,202121,125,279811,117931,104,40811,Retail,3826874,766816,866174,2682241,1867193,Mutual Fund,1320183,-20601.85,55,88,High,80,Business Expansion,53.5,Not Ready,Not Ready,Low,4320177,15.1,Healthy,Review,Treasury Bills,Medium
123,20,F,Tanzania,Bachelor,Engineer,Married,146675,279024,Business,342540,57922,370833,0.14,2525583,75767,0.18,1972160,188640,72,255198,928922,35,35949,Agriculture,858696,237103,1432009,1741131,737551,Stocks,2985457,-26488.72,59,41,High,42,Emergency Fund,35.7,Not Ready,Not Ready,Low,801800,15.8,Reduce Spending,Decline,Savings,High
124,53,F,Nigeria,Diploma,Teacher,Married,927465,151384,Mixed,456850,334082,69153,0.31,1733109,51993,0.05,141067,263263,5,893318,601712,120,37868,Services,3678521,629410,1213183,1158453,3060033,Treasury Bills,2850200,167726.67,36,39,High,48,Emergency Fund,33.1,Not Ready,Not Ready,Low,4970618,2.2,Healthy,Decline,Treasury Bills,High
125,58,M,Nigeria,Primary,Engineer,Single,1127595,143145,Business,869470,374273,324274,0.29,393593,11807,0.01,755433,354423,150,931493,841074,40,23574,ICT,245590,63811,161373,521027,211508,Mutual Fund,1363744,2508.24,78,100,Medium,37,Retirement,56.0,Not Ready,Not Ready,Low,4536297,-3.2,Healthy,Review,Savings,Medium
126,53,F,Uganda,Diploma,Nurse,Married,1252129,120738,Mixed,645004,622634,219134,0.45,1181571,35447,0.03,1761360,424006,152,563158,747736,15,14613,Services,1501551,87858,1068368,1134317,950709,Treasury Bills,264477,19955.32,55,31,Low,94,Business Expansion,44.0,Not Ready,Not Ready,Low,7920321,10.4,Healthy,Decline,Crypto,High
127,56,M,Nigeria,Diploma,Teacher,Married,340479,226140,Salary,339791,176442,742823,0.31,2590737,77722,0.14,954477,100000,92,645592,199139,57,26402,ICT,1438887,193925,417283,330655,1158011,Crypto,2165138,-39723.75,45,45,Low,53,Retirement,35.7,Not Ready,Not Ready,Low,2380076,16.0,Healthy,Decline,Mutual Fund,High
128,55,M,Rwanda,Secondary,Farmer,Married,805288,85798,Mixed,588969,157395,371791,0.18,1282398,38471,0.04,221746,23195,194,183681,724902,181,27591,Retail,296496,86382,964322,438454,174522,Stocks,645400,10576.61,80,82,Medium,30,Retirement,49.9,Not Ready,Not Ready,Low,2300296,9.3,Healthy,Decline,Stocks,High
129,53,F,Uganda,Secondary,Teacher,Married,975925,201406,Business,516289,613090,457891,0.52,561322,16839,0.01,291073,6750,33,224425,763240,299,34817,Retail,3228503,188160,1715409,370899,2114803,Treasury Bills,181405,71.82,93,88,Medium,29,Emergency Fund,56.7,Not Ready,Not Ready,Low,7617373,11.8,Healthy,Review,Savings,Medium
130,28,M,Uganda,Primary,Engineer,Single,479231,230706,Mixed,426689,201070,667291,0.28,2874632,86238,0.12,1483657,479213,117,798690,70839,291,47479,ICT,501030,154572,364363,1688627,380054,Treasury Bills,2993632,236474.33,80,80,Low,97,Education,61.2,Not Ready,Ready,Low,2285819,9.9,Healthy,Review,Savings,Medium
131,26,F,Nigeria,Primary,Nurse,Single,479708,495,Mixed,178124,100917,252130,0.21,921025,27630,0.06,1627002,352258,16,975547,583203,295,27114,Food,2255826,140756,991289,86429,1496437,Crypto,435435,24363.12,32,43,High,38,Emergency Fund,27.2,Not Ready,Not Ready,Low,1168772,10.4,Healthy,Decline,Treasury Bills,High
132,58,M,Ghana,Primary,Trader,Married,1187210,40696,Business,906516,245224,644962,0.2,1220396,36611,0.03,959569,208120,176,8002,587096,106,1577,Services,1621760,484742,1711945,1930932,834909,Mutual Fund,2970112,133672.34,46,74,High,34,Retirement,41.1,Not Ready,Not Ready,Low,3797780,11.4,Reduce Spending,Decline,Mutual Fund,High
133,29,F,Nigeria,Postgraduate,Farmer,Married,1096278,175559,Business,982919,88079,78638,0.07,182663,5479,0.0,239382,358024,182,804640,627850,109,34086,ICT,3282758,612848,864365,2572805,2350394,Stocks,884266,63349.16,30,22,High,27,Retirement,21.1,Not Ready,Not Ready,Low,1259550,15.1,Reduce Spending,Decline,Stocks,High
134,39,M,Tanzania,Diploma,Farmer,Single,790823,14865,Mixed,425748,139172,464392,0.17,683398,20501,0.03,1986340,342893,172,977484,496305,166,17969,Retail,2145033,115720,1137930,97768,1259975,Savings,2281585,156581.31,62,20,Medium,50,Education,31.2,Not Ready,Not Ready,Low,2033870,11.0,Healthy,Decline,Treasury Bills,High
135,33,F,Uganda,Diploma,Trader,Single,1173416,27998,Mixed,849961,237893,983506,0.2,1709193,51275,0.04,1954277,479084,137,723303,814082,45,42453,Agriculture,1831505,211388,1593499,67176,1452131,Mutual Fund,1809373,93328.86,42,98,High,76,Emergency Fund,47.4,Not Ready,Not Ready,Low,3353582,15.7,Reduce Spending,Decline,Mutual Fund,High
136,57,F,Ghana,Diploma,Farmer,Single,357840,36389,Salary,267611,99577,318662,0.25,326911,9807,0.02,135094,382519,22,561699,15243,37,23691,Manufacturing,674812,62534,246690,2080698,510576,Stocks,2140246,104345.28,55,77,Low,42,Home,42.2,Not Ready,Not Ready,Low,1197284,6.8,Healthy,Decline,Stocks,High
137,33,M,Tanzania,Postgraduate,Civil Servant,Single,795582,175921,Salary,488381,148252,199175,0.15,304709,9141,0.01,1898686,46916,45,820447,691271,300,20445,Services,2256604,235098,311275,2029101,1023158,Mutual Fund,240071,4393.58,31,92,Low,94,Retirement,45.3,Not Ready,Not Ready,Low,1645280,3.9,Healthy,Decline,Mutual Fund,High
138,43,M,Rwanda,Bachelor,Engineer,Married,408610,274228,Salary,488059,177382,953406,0.26,695518,20865,0.03,599274,398876,102,977540,801938,15,14678,Retail,1676797,529845,1609383,1621368,1457514,Savings,1010303,44597.33,80,53,Low,20,Emergency Fund,44.8,Not Ready,Not Ready,Low,2000533,6.3,Reduce Spending,Decline,Mutual Fund,High
